# Note: 
# this data is download from https://data.geo.admin.ch/ch.meteoschweiz.ogd-smn/mve/ogd-smn_mve_m.csv
# reference_timestamp: UTC+0 time
# rre150m0: monthly total (sum) precipitation with unit mm per month
# processed by: QZ at 2026-04-14 at KIT
station_abbr,reference_timestamp,rre150m0
MVE,1985-11-01T00:00:00,98.9
MVE,1985-12-01T00:00:00,30.5
MVE,1986-01-01T00:00:00,282.6
MVE,1986-02-01T00:00:00,31.7
MVE,1986-03-01T00:00:00,88.3
MVE,1986-04-01T00:00:00,79.5
MVE,1986-05-01T00:00:00,73.7
MVE,1986-06-01T00:00:00,37.8
MVE,1986-07-01T00:00:00,76.9
MVE,1986-08-01T00:00:00,119.6
MVE,1986-09-01T00:00:00,31.3
MVE,1986-10-01T00:00:00,82.3
MVE,1986-11-01T00:00:00,41.3
MVE,1986-12-01T00:00:00,189.5
MVE,1987-01-01T00:00:00,94.2
MVE,1987-02-01T00:00:00,57.1
MVE,1987-03-01T00:00:00,59.1
MVE,1987-04-01T00:00:00,43.6
MVE,1987-05-01T00:00:00,71.3
MVE,1987-06-01T00:00:00,132.5
MVE,1987-07-01T00:00:00,67
MVE,1987-08-01T00:00:00,55
MVE,1987-09-01T00:00:00,42.6
MVE,1987-10-01T00:00:00,82.6
MVE,1987-11-01T00:00:00,113
MVE,1987-12-01T00:00:00,63.3
MVE,1988-01-01T00:00:00,109.5
MVE,1988-02-01T00:00:00,110.4
MVE,1988-03-01T00:00:00,244.9
MVE,1988-04-01T00:00:00,11.2
MVE,1988-05-01T00:00:00,69.4
MVE,1988-06-01T00:00:00,40.4
MVE,1988-07-01T00:00:00,73
MVE,1988-08-01T00:00:00,81.6
MVE,1988-09-01T00:00:00,40.5
MVE,1988-10-01T00:00:00,131.9
MVE,1988-11-01T00:00:00,46.1
MVE,1988-12-01T00:00:00,137.1
MVE,1989-01-01T00:00:00,7.1
MVE,1989-02-01T00:00:00,55.7
MVE,1989-03-01T00:00:00,69.6
MVE,1989-04-01T00:00:00,97.2
MVE,1989-05-01T00:00:00,43
MVE,1989-06-01T00:00:00,18.7
MVE,1989-07-01T00:00:00,92
MVE,1989-08-01T00:00:00,69.5
MVE,1989-09-01T00:00:00,15.4
MVE,1989-10-01T00:00:00,59.5
MVE,1989-11-01T00:00:00,23.4
MVE,1989-12-01T00:00:00,101.4
MVE,1990-01-01T00:00:00,39.5
MVE,1990-02-01T00:00:00,374
MVE,1990-03-01T00:00:00,39.2
MVE,1990-04-01T00:00:00,45.2
MVE,1990-05-01T00:00:00,51.2
MVE,1990-06-01T00:00:00,163.6
MVE,1990-07-01T00:00:00,27.8
MVE,1990-08-01T00:00:00,84.2
MVE,1990-09-01T00:00:00,85.3
MVE,1990-10-01T00:00:00,139.8
MVE,1990-11-01T00:00:00,76.3
MVE,1990-12-01T00:00:00,78.7
MVE,1991-01-01T00:00:00,72.5
MVE,1991-02-01T00:00:00,56.6
MVE,1991-03-01T00:00:00,44.3
MVE,1991-04-01T00:00:00,37
MVE,1991-05-01T00:00:00,53.2
MVE,1991-06-01T00:00:00,122.1
MVE,1991-07-01T00:00:00,61.4
MVE,1991-08-01T00:00:00,28.1
MVE,1991-09-01T00:00:00,55.4
MVE,1991-10-01T00:00:00,45.9
MVE,1991-11-01T00:00:00,70.7
MVE,1991-12-01T00:00:00,233.3
MVE,1992-01-01T00:00:00,14.4
MVE,1992-02-01T00:00:00,106
MVE,1992-03-01T00:00:00,120.6
MVE,1992-04-01T00:00:00,49.6
MVE,1992-05-01T00:00:00,33.9
MVE,1992-06-01T00:00:00,79.8
MVE,1992-07-01T00:00:00,66.4
MVE,1992-08-01T00:00:00,68.6
MVE,1992-09-01T00:00:00,65.5
MVE,1992-10-01T00:00:00,181.9
MVE,1992-11-01T00:00:00,214.1
MVE,1992-12-01T00:00:00,111.3
MVE,1993-01-01T00:00:00,29.5
MVE,1993-02-01T00:00:00,45.7
MVE,1993-03-01T00:00:00,24.3
MVE,1993-04-01T00:00:00,140.1
MVE,1993-05-01T00:00:00,62.1
MVE,1993-06-01T00:00:00,92.3
MVE,1993-07-01T00:00:00,106.1
MVE,1993-08-01T00:00:00,54.2
MVE,1993-09-01T00:00:00,138.1
MVE,1993-10-01T00:00:00,65.5
MVE,1993-11-01T00:00:00,30.1
MVE,1993-12-01T00:00:00,285
MVE,1994-01-01T00:00:00,136.5
MVE,1994-02-01T00:00:00,28.9
MVE,1994-03-01T00:00:00,34.8
MVE,1994-04-01T00:00:00,102.8
MVE,1994-05-01T00:00:00,135.7
MVE,1994-06-01T00:00:00,76.6
MVE,1994-07-01T00:00:00,67
MVE,1994-08-01T00:00:00,86.7
MVE,1994-09-01T00:00:00,161.9
MVE,1994-10-01T00:00:00,59
MVE,1994-11-01T00:00:00,49.7
MVE,1994-12-01T00:00:00,114.3
MVE,1995-01-01T00:00:00,383.5
MVE,1995-02-01T00:00:00,191.3
MVE,1995-03-01T00:00:00,142.6
MVE,1995-04-01T00:00:00,43.5
MVE,1995-05-01T00:00:00,137.3
MVE,1995-06-01T00:00:00,44.1
MVE,1995-07-01T00:00:00,66.3
MVE,1995-08-01T00:00:00,120.3
MVE,1995-09-01T00:00:00,97.2
MVE,1995-10-01T00:00:00,7
MVE,1995-11-01T00:00:00,61.9
MVE,1995-12-01T00:00:00,93.9
MVE,1996-01-01T00:00:00,5.4
MVE,1996-02-01T00:00:00,81.6
MVE,1996-03-01T00:00:00,34.3
MVE,1996-04-01T00:00:00,39.9
MVE,1996-05-01T00:00:00,96.8
MVE,1996-06-01T00:00:00,33.5
MVE,1996-07-01T00:00:00,132.3
MVE,1996-08-01T00:00:00,116.2
MVE,1996-09-01T00:00:00,19.7
MVE,1996-10-01T00:00:00,70.4
MVE,1996-11-01T00:00:00,260.5
MVE,1996-12-01T00:00:00,46.5
MVE,1997-01-01T00:00:00,38.5
MVE,1997-02-01T00:00:00,133.4
MVE,1997-03-01T00:00:00,32.3
MVE,1997-04-01T00:00:00,50.3
MVE,1997-05-01T00:00:00,91.5
MVE,1997-06-01T00:00:00,115.6
MVE,1997-07-01T00:00:00,112
MVE,1997-08-01T00:00:00,83
MVE,1997-09-01T00:00:00,63.1
MVE,1997-10-01T00:00:00,77.2
MVE,1997-11-01T00:00:00,33.1
MVE,1997-12-01T00:00:00,103.8
MVE,1998-01-01T00:00:00,141.5
MVE,1998-02-01T00:00:00,11.2
MVE,1998-03-01T00:00:00,42.3
MVE,1998-04-01T00:00:00,64.5
MVE,1998-05-01T00:00:00,25.8
MVE,1998-06-01T00:00:00,87.3
MVE,1998-07-01T00:00:00,52.9
MVE,1998-08-01T00:00:00,41
MVE,1998-09-01T00:00:00,103
MVE,1998-10-01T00:00:00,134
MVE,1998-11-01T00:00:00,75.1
MVE,1998-12-01T00:00:00,27.5
MVE,1999-01-01T00:00:00,160.3
MVE,1999-02-01T00:00:00,408.1
MVE,1999-03-01T00:00:00,74
MVE,1999-04-01T00:00:00,95.6
MVE,1999-05-01T00:00:00,176.7
MVE,1999-06-01T00:00:00,109.2
MVE,1999-07-01T00:00:00,60.2
MVE,1999-08-01T00:00:00,128.3
MVE,1999-09-01T00:00:00,65.6
MVE,1999-10-01T00:00:00,37
MVE,1999-11-01T00:00:00,59.6
MVE,1999-12-01T00:00:00,234
MVE,2000-01-01T00:00:00,58.2
MVE,2000-02-01T00:00:00,120.6
MVE,2000-03-01T00:00:00,56.3
MVE,2000-04-01T00:00:00,46.7
MVE,2000-05-01T00:00:00,42.7
MVE,2000-06-01T00:00:00,29.5
MVE,2000-07-01T00:00:00,97.6
MVE,2000-08-01T00:00:00,64
MVE,2000-09-01T00:00:00,49.9
MVE,2000-10-01T00:00:00,95.5
MVE,2000-11-01T00:00:00,69.7
MVE,2000-12-01T00:00:00,38.9
MVE,2001-01-01T00:00:00,92.5
MVE,2001-02-01T00:00:00,48.8
MVE,2001-03-01T00:00:00,199.1
MVE,2001-04-01T00:00:00,126.3
MVE,2001-05-01T00:00:00,33.4
MVE,2001-06-01T00:00:00,183.8
MVE,2001-07-01T00:00:00,97.2
MVE,2001-08-01T00:00:00,89.3
MVE,2001-09-01T00:00:00,70.7
MVE,2001-10-01T00:00:00,19.3
MVE,2001-11-01T00:00:00,55.6
MVE,2001-12-01T00:00:00,71.5
MVE,2002-01-01T00:00:00,24.4
MVE,2002-02-01T00:00:00,121.8
MVE,2002-03-01T00:00:00,76.8
MVE,2002-04-01T00:00:00,31.2
MVE,2002-05-01T00:00:00,104
MVE,2002-06-01T00:00:00,87.3
MVE,2002-07-01T00:00:00,83.1
MVE,2002-08-01T00:00:00,114
MVE,2002-09-01T00:00:00,69.6
MVE,2002-10-01T00:00:00,90.5
MVE,2002-11-01T00:00:00,205.3
MVE,2002-12-01T00:00:00,79.8
MVE,2003-01-01T00:00:00,131.8
MVE,2003-02-01T00:00:00,71
MVE,2003-03-01T00:00:00,17.2
MVE,2003-04-01T00:00:00,45.9
MVE,2003-05-01T00:00:00,56.4
MVE,2003-06-01T00:00:00,69.3
MVE,2003-07-01T00:00:00,29.9
MVE,2003-08-01T00:00:00,87.3
MVE,2003-09-01T00:00:00,24
MVE,2003-10-01T00:00:00,100.9
MVE,2003-11-01T00:00:00,30.8
MVE,2003-12-01T00:00:00,43.8
MVE,2004-01-01T00:00:00,243.2
MVE,2004-02-01T00:00:00,13.1
MVE,2004-03-01T00:00:00,25.4
MVE,2004-04-01T00:00:00,39.2
MVE,2004-05-01T00:00:00,62
MVE,2004-06-01T00:00:00,76.7
MVE,2004-07-01T00:00:00,63.1
MVE,2004-08-01T00:00:00,107.3
MVE,2004-09-01T00:00:00,25.9
MVE,2004-10-01T00:00:00,57.9
MVE,2004-11-01T00:00:00,35.4
MVE,2004-12-01T00:00:00,83.1
MVE,2005-01-01T00:00:00,101.9
MVE,2005-02-01T00:00:00,70.4
MVE,2005-03-01T00:00:00,22.3
MVE,2005-04-01T00:00:00,108.7
MVE,2005-05-01T00:00:00,46
MVE,2005-06-01T00:00:00,66.7
MVE,2005-07-01T00:00:00,79.3
MVE,2005-08-01T00:00:00,131.9
MVE,2005-09-01T00:00:00,40.4
MVE,2005-10-01T00:00:00,37
MVE,2005-11-01T00:00:00,18.2
MVE,2005-12-01T00:00:00,101.3
MVE,2006-01-01T00:00:00,22.4
MVE,2006-02-01T00:00:00,98
MVE,2006-03-01T00:00:00,201.4
MVE,2006-04-01T00:00:00,88.6
MVE,2006-05-01T00:00:00,81.5
MVE,2006-06-01T00:00:00,45.8
MVE,2006-07-01T00:00:00,56.4
MVE,2006-08-01T00:00:00,115.8
MVE,2006-09-01T00:00:00,26.9
MVE,2006-10-01T00:00:00,46.4
MVE,2006-11-01T00:00:00,40.5
MVE,2006-12-01T00:00:00,51.1
MVE,2007-01-01T00:00:00,121.9
MVE,2007-02-01T00:00:00,92.3
MVE,2007-03-01T00:00:00,110
MVE,2007-04-01T00:00:00,12.1
MVE,2007-05-01T00:00:00,186.7
MVE,2007-06-01T00:00:00,113.7
MVE,2007-07-01T00:00:00,176.5
MVE,2007-08-01T00:00:00,168.1
MVE,2007-09-01T00:00:00,26.9
MVE,2007-10-01T00:00:00,32
MVE,2007-11-01T00:00:00,36.4
MVE,2007-12-01T00:00:00,127
MVE,2008-01-01T00:00:00,88
MVE,2008-02-01T00:00:00,15.1
MVE,2008-03-01T00:00:00,109.3
MVE,2008-04-01T00:00:00,76.4
MVE,2008-05-01T00:00:00,24.7
MVE,2008-06-01T00:00:00,75.6
MVE,2008-07-01T00:00:00,92
MVE,2008-08-01T00:00:00,90.2
MVE,2008-09-01T00:00:00,65.2
MVE,2008-10-01T00:00:00,71.1
MVE,2008-11-01T00:00:00,81.6
MVE,2008-12-01T00:00:00,91.9
MVE,2009-01-01T00:00:00,83.9
MVE,2009-02-01T00:00:00,55.8
MVE,2009-03-01T00:00:00,38.2
MVE,2009-04-01T00:00:00,47.3
MVE,2009-05-01T00:00:00,36.2
MVE,2009-06-01T00:00:00,53.9
MVE,2009-07-01T00:00:00,74
MVE,2009-08-01T00:00:00,29.6
MVE,2009-09-01T00:00:00,15.9
MVE,2009-10-01T00:00:00,27.5
MVE,2009-11-01T00:00:00,88.5
MVE,2009-12-01T00:00:00,105.7
MVE,2010-01-01T00:00:00,23.3
MVE,2010-02-01T00:00:00,16.2
MVE,2010-03-01T00:00:00,36.6
MVE,2010-04-01T00:00:00,10.3
MVE,2010-05-01T00:00:00,125.4
MVE,2010-06-01T00:00:00,46.1
MVE,2010-07-01T00:00:00,56.6
MVE,2010-08-01T00:00:00,56
MVE,2010-09-01T00:00:00,25.2
MVE,2010-10-01T00:00:00,13.8
MVE,2010-11-01T00:00:00,50.9
MVE,2010-12-01T00:00:00,53.4
MVE,2011-01-01T00:00:00,15.7
MVE,2011-02-01T00:00:00,8.6
MVE,2011-03-01T00:00:00,12
MVE,2011-04-01T00:00:00,3.6
MVE,2011-05-01T00:00:00,45.4
MVE,2011-06-01T00:00:00,55
MVE,2011-07-01T00:00:00,85.3
MVE,2011-08-01T00:00:00,27.8
MVE,2011-09-01T00:00:00,48.6
MVE,2011-10-01T00:00:00,64.1
MVE,2011-11-01T00:00:00,0.3
MVE,2011-12-01T00:00:00,263.5
MVE,2012-01-01T00:00:00,86.6
MVE,2012-02-01T00:00:00,2.5
MVE,2012-03-01T00:00:00,4.5
MVE,2012-04-01T00:00:00,61.9
MVE,2012-05-01T00:00:00,65.1
MVE,2012-06-01T00:00:00,60
MVE,2012-07-01T00:00:00,73.5
MVE,2012-08-01T00:00:00,79.5
MVE,2012-09-01T00:00:00,66.1
MVE,2012-10-01T00:00:00,61.8
MVE,2012-11-01T00:00:00,58.6
MVE,2012-12-01T00:00:00,191.3
MVE,2013-01-01T00:00:00,35.6
MVE,2013-02-01T00:00:00,67.9
MVE,2013-03-01T00:00:00,33
MVE,2013-04-01T00:00:00,54.8
MVE,2013-05-01T00:00:00,83.4
MVE,2013-06-01T00:00:00,40.9
MVE,2013-07-01T00:00:00,52.8
MVE,2013-08-01T00:00:00,45.7
MVE,2013-09-01T00:00:00,65
MVE,2013-10-01T00:00:00,59.5
MVE,2013-11-01T00:00:00,104
MVE,2013-12-01T00:00:00,22.8
MVE,2014-01-01T00:00:00,37.6
MVE,2014-02-01T00:00:00,85.2
MVE,2014-03-01T00:00:00,12.5
MVE,2014-04-01T00:00:00,61.1
MVE,2014-05-01T00:00:00,45.2
MVE,2014-06-01T00:00:00,27.2
MVE,2014-07-01T00:00:00,140.7
MVE,2014-08-01T00:00:00,116.4
MVE,2014-09-01T00:00:00,18.8
MVE,2014-10-01T00:00:00,43.6
MVE,2014-11-01T00:00:00,56.4
MVE,2014-12-01T00:00:00,52.4
MVE,2015-01-01T00:00:00,66.8
MVE,2015-02-01T00:00:00,16.6
MVE,2015-03-01T00:00:00,92.9
MVE,2015-04-01T00:00:00,32.8
MVE,2015-05-01T00:00:00,163.4
MVE,2015-06-01T00:00:00,54
MVE,2015-07-01T00:00:00,54.7
MVE,2015-08-01T00:00:00,94.5
MVE,2015-09-01T00:00:00,35.8
MVE,2015-10-01T00:00:00,38.1
MVE,2015-11-01T00:00:00,89.3
MVE,2015-12-01T00:00:00,5.5
MVE,2016-01-01T00:00:00,161.7
MVE,2016-02-01T00:00:00,103.7
MVE,2016-03-01T00:00:00,27.5
MVE,2016-04-01T00:00:00,67.2
MVE,2016-05-01T00:00:00,105.6
MVE,2016-06-01T00:00:00,77.4
MVE,2016-07-01T00:00:00,47.3
MVE,2016-08-01T00:00:00,59.5
MVE,2016-09-01T00:00:00,37.5
MVE,2016-10-01T00:00:00,41.4
MVE,2016-11-01T00:00:00,97.2
MVE,2016-12-01T00:00:00,0.1
MVE,2017-01-01T00:00:00,44.1
MVE,2017-02-01T00:00:00,34.6
MVE,2017-03-01T00:00:00,108.1
MVE,2017-04-01T00:00:00,35.7
MVE,2017-05-01T00:00:00,73.5
MVE,2017-06-01T00:00:00,69.8
MVE,2017-07-01T00:00:00,65.2
MVE,2017-08-01T00:00:00,86.5
MVE,2017-09-01T00:00:00,24.2
MVE,2017-10-01T00:00:00,22.2
MVE,2017-11-01T00:00:00,78.4
MVE,2017-12-01T00:00:00,140.1
MVE,2018-01-01T00:00:00,256.3
MVE,2018-02-01T00:00:00,42.1
MVE,2018-03-01T00:00:00,46.3
MVE,2018-04-01T00:00:00,25.5
MVE,2018-05-01T00:00:00,83.2
MVE,2018-06-01T00:00:00,24.4
MVE,2018-07-01T00:00:00,31.2
MVE,2018-08-01T00:00:00,54
MVE,2018-09-01T00:00:00,30.9
MVE,2018-10-01T00:00:00,47.3
MVE,2018-11-01T00:00:00,5.7
MVE,2018-12-01T00:00:00,159.3
MVE,2019-01-01T00:00:00,52.1
MVE,2019-02-01T00:00:00,21
MVE,2019-03-01T00:00:00,61.2
MVE,2019-04-01T00:00:00,34.6
MVE,2019-05-01T00:00:00,68.1
MVE,2019-06-01T00:00:00,76.4
MVE,2019-07-01T00:00:00,79.3
MVE,2019-08-01T00:00:00,109.2
MVE,2019-09-01T00:00:00,10.6
MVE,2019-10-01T00:00:00,76.4
MVE,2019-11-01T00:00:00,112.2
MVE,2019-12-01T00:00:00,142.9
MVE,2020-01-01T00:00:00,40.5
MVE,2020-02-01T00:00:00,117.2
MVE,2020-03-01T00:00:00,73.4
MVE,2020-04-01T00:00:00,33.4
MVE,2020-05-01T00:00:00,64.1
MVE,2020-06-01T00:00:00,95.2
MVE,2020-07-01T00:00:00,47
MVE,2020-08-01T00:00:00,99.7
MVE,2020-09-01T00:00:00,41.4
MVE,2020-10-01T00:00:00,96.4
MVE,2020-11-01T00:00:00,9.2
MVE,2020-12-01T00:00:00,55.8
MVE,2021-01-01T00:00:00,152.1
MVE,2021-02-01T00:00:00,39.2
MVE,2021-03-01T00:00:00,50.9
MVE,2021-04-01T00:00:00,26.7
MVE,2021-05-01T00:00:00,143
MVE,2021-06-01T00:00:00,107.8
MVE,2021-07-01T00:00:00,182.1
MVE,2021-08-01T00:00:00,60.4
MVE,2021-09-01T00:00:00,70.9
MVE,2021-10-01T00:00:00,23.7
MVE,2021-11-01T00:00:00,21.6
MVE,2021-12-01T00:00:00,125.3
MVE,2022-01-01T00:00:00,26.8
MVE,2022-02-01T00:00:00,65.2
MVE,2022-03-01T00:00:00,13
MVE,2022-04-01T00:00:00,52.3
MVE,2022-05-01T00:00:00,60.2
MVE,2022-06-01T00:00:00,66.7
MVE,2022-07-01T00:00:00,54.6
MVE,2022-08-01T00:00:00,39.7
MVE,2022-09-01T00:00:00,77.2
MVE,2022-10-01T00:00:00,92.1
MVE,2022-11-01T00:00:00,64.7
MVE,2022-12-01T00:00:00,110.7
MVE,2023-01-01T00:00:00,54.9
MVE,2023-02-01T00:00:00,3.4
MVE,2023-03-01T00:00:00,176.8
MVE,2023-04-01T00:00:00,93.4
MVE,2023-05-01T00:00:00,29.1
MVE,2023-06-01T00:00:00,36.7
MVE,2023-07-01T00:00:00,73.7
MVE,2023-08-01T00:00:00,75.9
MVE,2023-09-01T00:00:00,48.3
MVE,2023-10-01T00:00:00,67.5
MVE,2023-11-01T00:00:00,247.2
MVE,2023-12-01T00:00:00,164.5
MVE,2024-01-01T00:00:00,80.6
MVE,2024-02-01T00:00:00,55.5
MVE,2024-03-01T00:00:00,90
MVE,2024-04-01T00:00:00,30.9
MVE,2024-05-01T00:00:00,95.6
MVE,2024-06-01T00:00:00,80.5
MVE,2024-07-01T00:00:00,77.8
MVE,2024-08-01T00:00:00,50.1
MVE,2024-09-01T00:00:00,103.4
MVE,2024-10-01T00:00:00,96.4
MVE,2024-11-01T00:00:00,71.3
MVE,2024-12-01T00:00:00,95.8
MVE,2025-01-01T00:00:00,96.3
MVE,2025-02-01T00:00:00,17.4
MVE,2025-03-01T00:00:00,12.1
MVE,2025-04-01T00:00:00,102.9
MVE,2025-05-01T00:00:00,69.7
MVE,2025-06-01T00:00:00,77.8
MVE,2025-07-01T00:00:00,72
MVE,2025-08-01T00:00:00,56.2
MVE,2025-09-01T00:00:00,73.7
MVE,2025-10-01T00:00:00,129.4
MVE,2025-11-01T00:00:00,65.4
MVE,2025-12-01T00:00:00,20.9
MVE,2026-01-01T00:00:00,38.6
MVE,2026-02-01T00:00:00,153.6
MVE,2026-03-01T00:00:00,36.2
MVE,2026-04-01T00:00:00,14.7
